# x_m,y_m,w_tr_right_m,w_tr_left_m
13.2000,51.3000,0.5000,0.5000
13.2000,51.3500,0.5000,0.5000
13.2000,51.4000,0.4933,0.4933
13.2500,51.4500,0.5066,0.5066
13.2500,51.5000,0.5149,0.5149
13.2500,51.5500,0.5066,0.5066
13.2500,51.6000,0.5017,0.5017
13.2500,51.6500,0.5000,0.5000
13.2500,51.7000,0.5000,0.5000
13.2500,51.7500,0.5000,0.5000
13.2500,51.8000,0.5000,0.5000
13.2500,51.8500,0.5000,0.5000
13.2500,51.9000,0.4933,0.4933
13.2500,51.9500,0.4780,0.4780
13.3000,52.0000,0.5000,0.5000
13.3000,52.0500,0.5000,0.5000
13.3000,52.1000,0.5000,0.5000
13.3000,52.1500,0.5000,0.5000
13.3000,52.2000,0.5000,0.5000
13.3000,52.2500,0.5000,0.5000
13.3000,52.3000,0.5000,0.5000
13.3000,52.3500,0.5000,0.5000
13.3000,52.4000,0.5000,0.5000
13.3000,52.4500,0.4933,0.4933
13.3000,52.5000,0.4780,0.4780
13.3500,52.5500,0.5000,0.5000
13.3500,52.6000,0.5000,0.5000
13.3500,52.6500,0.5000,0.5000
13.3500,52.7000,0.5000,0.5000
13.3500,52.7500,0.5000,0.5000
13.3500,52.8000,0.5000,0.5000
13.3500,52.8500,0.5000,0.5000
13.4000,52.9000,0.4780,0.4780
13.4000,52.9500,0.4933,0.4933
13.4000,53.0000,0.5000,0.5000
13.4000,53.0500,0.5000,0.5000
13.4000,53.1000,0.5000,0.5000
13.4000,53.1500,0.5000,0.5000
13.4000,53.2000,0.5000,0.5000
13.4000,53.2500,0.5000,0.5000
13.4000,53.3000,0.5000,0.5000
13.4000,53.3500,0.4882,0.4882
13.4500,53.4000,0.4780,0.4780
13.4500,53.4500,0.4933,0.4933
13.4500,53.5000,0.4780,0.4780
13.4500,53.5500,0.4659,0.4659
13.4500,53.6000,0.4571,0.4571
13.4500,53.6500,0.4518,0.4518
13.4500,53.7000,0.4500,0.4500
13.4500,53.7500,0.4518,0.4518
13.4500,53.8000,0.4500,0.4500
13.4500,53.8500,0.4500,0.4500
13.5000,53.9000,0.4780,0.4780
13.5000,53.9500,0.4933,0.4933
13.5000,54.0000,0.5000,0.5000
13.5000,54.0500,0.5000,0.5000
13.5000,54.1000,0.5000,0.5000
13.5000,54.1500,0.5000,0.5000
13.5000,54.2000,0.4933,0.4933
13.5000,54.2500,0.4780,0.4780
13.5000,54.3000,0.4659,0.4659
13.5000,54.3500,0.4571,0.4571
13.5000,54.4000,0.4518,0.4518
13.5000,54.4500,0.4464,0.4464
13.5000,54.5000,0.4301,0.4301
13.5000,54.5500,0.4171,0.4171
13.5000,54.6000,0.4076,0.4076
13.4500,54.6500,0.3521,0.3521
13.4500,54.7000,0.3500,0.3500
13.4500,54.7500,0.3500,0.3500
13.4500,54.8000,0.3521,0.3521
13.4500,54.8500,0.3583,0.3583
13.4500,54.9000,0.3685,0.3685
13.4500,54.9500,0.3825,0.3825
13.4500,55.0000,0.4000,0.4000
13.4500,55.0500,0.4208,0.4208
13.4500,55.1000,0.4171,0.4171
13.4000,55.1500,0.4301,0.4301
13.4000,55.2000,0.4518,0.4518
13.4000,55.2500,0.4500,0.4500
13.3500,55.3000,0.4933,0.4933
13.3000,55.3000,0.4606,0.4606
13.2500,55.3500,0.4711,0.4711
13.2000,55.3500,0.4446,0.4446
13.1500,55.4000,0.4659,0.4659
13.1000,55.4000,0.4464,0.4464
13.0500,55.4500,0.4780,0.4780
13.0000,55.5000,0.5149,0.5149
12.9500,55.5000,0.5066,0.5066
12.9000,55.5000,0.5017,0.5017
12.8500,55.5500,0.5149,0.5149
12.8000,55.5500,0.5262,0.5262
12.7500,55.5500,0.5326,0.5326
12.7000,55.5500,0.5116,0.5116
12.6500,55.6000,0.5000,0.5000
12.6000,55.6000,0.5000,0.5000
12.5500,55.6000,0.5000,0.5000
12.5000,55.6000,0.5000,0.5000
12.4500,55.6000,0.5000,0.5000
12.4000,55.6000,0.5000,0.5000
12.3500,55.6000,0.5000,0.5000
12.3000,55.6000,0.5000,0.5000
12.2500,55.6000,0.5000,0.5000
12.2000,55.6500,0.4933,0.4933
12.1500,55.6500,0.5000,0.5000
12.1000,55.6500,0.5000,0.5000
12.0500,55.6500,0.5000,0.5000
12.0000,55.6500,0.5000,0.5000
11.9500,55.6500,0.5000,0.5000
11.9000,55.6500,0.5000,0.5000
11.8500,55.6500,0.5000,0.5000
11.8000,55.6500,0.5000,0.5000
11.7500,55.7000,0.4659,0.4659
11.7000,55.7000,0.4780,0.4780
11.6500,55.7000,0.4933,0.4933
11.6000,55.7000,0.5000,0.5000
11.5500,55.7000,0.5000,0.5000
11.5000,55.7000,0.5000,0.5000
11.4500,55.7000,0.5000,0.5000
11.4000,55.7000,0.5000,0.5000
11.3500,55.7000,0.4933,0.4933
11.3000,55.7000,0.4780,0.4780
11.2500,55.7000,0.4659,0.4659
11.2000,55.7500,0.4933,0.4933
11.1500,55.7500,0.5000,0.5000
11.1000,55.7500,0.5000,0.5000
11.0500,55.7500,0.5000,0.5000
11.0000,55.7500,0.5000,0.5000
10.9500,55.7500,0.5000,0.5000
10.9000,55.7500,0.4933,0.4933
10.8500,55.7500,0.4780,0.4780
10.8000,55.7500,0.4659,0.4659
10.7500,55.8000,0.4780,0.4780
10.7000,55.8000,0.4933,0.4933
10.6500,55.8000,0.5000,0.5000
10.6000,55.8000,0.5000,0.5000
10.5500,55.8000,0.5000,0.5000
10.5000,55.8000,0.5000,0.5000
10.4500,55.8000,0.4933,0.4933
10.4000,55.8000,0.4780,0.4780
10.3500,55.8000,0.4659,0.4659
10.3000,55.8000,0.4571,0.4571
10.2500,55.8500,0.4659,0.4659
10.2000,55.8500,0.4780,0.4780
10.1500,55.8500,0.4933,0.4933
10.1000,55.8500,0.5000,0.5000
10.0500,55.8500,0.5000,0.5000
10.0000,55.8500,0.4933,0.4933
9.9500,55.8500,0.4780,0.4780
9.9000,55.8500,0.4659,0.4659
9.8500,55.8500,0.4571,0.4571
9.8000,55.8500,0.4518,0.4518
9.7500,55.8500,0.4500,0.4500
9.7000,55.9000,0.4780,0.4780
9.6500,55.9000,0.4933,0.4933
9.6000,55.9000,0.5000,0.5000
9.5500,55.9000,0.4933,0.4933
9.5000,55.9000,0.4780,0.4780
9.4500,55.9000,0.4659,0.4659
9.4000,55.9000,0.4571,0.4571
9.3500,55.9000,0.4518,0.4518
9.3000,55.9000,0.4500,0.4500
9.2500,55.9000,0.4500,0.4500
9.2000,55.9500,0.4780,0.4780
9.1500,55.9500,0.4933,0.4933
9.1000,55.9500,0.4933,0.4933
9.0500,55.9500,0.4780,0.4780
9.0000,55.9500,0.4659,0.4659
8.9500,55.9500,0.4571,0.4571
8.9000,55.9500,0.4518,0.4518
8.8500,55.9500,0.4500,0.4500
8.8000,55.9500,0.4500,0.4500
8.7500,55.9500,0.4500,0.4500
8.7000,56.0000,0.4659,0.4659
8.6500,56.0000,0.4780,0.4780
8.6000,56.0000,0.4780,0.4780
8.5500,56.0000,0.4659,0.4659
8.5000,56.0000,0.4571,0.4571
8.4500,56.0000,0.4518,0.4518
8.4000,56.0000,0.4500,0.4500
8.3500,56.0000,0.4500,0.4500
8.3000,56.0000,0.4500,0.4500
8.2500,56.0000,0.4500,0.4500
8.2000,56.0000,0.4464,0.4464
8.1500,56.0500,0.4780,0.4780
8.1000,56.0500,0.4659,0.4659
8.0500,56.0500,0.4571,0.4571
8.0000,56.0500,0.4518,0.4518
7.9500,56.0500,0.4500,0.4500
7.9000,56.0500,0.4500,0.4500
7.8500,56.0500,0.4500,0.4500
7.8000,56.0500,0.4500,0.4500
7.7500,56.0500,0.4500,0.4500
7.7000,56.0500,0.4500,0.4500
7.6500,56.0500,0.4500,0.4500
7.6000,56.1000,0.4933,0.4933
7.5500,56.1000,0.5000,0.5000
7.5000,56.1000,0.5017,0.5017
7.4500,56.1000,0.5017,0.5017
7.4000,56.1000,0.5000,0.5000
7.3500,56.1000,0.5000,0.5000
7.3000,56.1000,0.5000,0.5000
7.2500,56.1000,0.5000,0.5000
7.2000,56.1000,0.5000,0.5000
7.1500,56.1000,0.4933,0.4933
7.1000,56.1500,0.5262,0.5262
7.0500,56.1500,0.5149,0.5149
7.0000,56.1500,0.5066,0.5066
6.9500,56.1500,0.5017,0.5017
6.9000,56.1500,0.5000,0.5000
6.8500,56.1500,0.5000,0.5000
6.8000,56.1500,0.5000,0.5000
6.7500,56.1500,0.5000,0.5000
6.7000,56.1500,0.5000,0.5000
6.6500,56.2000,0.5149,0.5149
6.6000,56.2000,0.5262,0.5262
6.5500,56.2000,0.5149,0.5149
6.5000,56.2000,0.5066,0.5066
6.4500,56.2000,0.5017,0.5017
6.4000,56.2000,0.5000,0.5000
6.3500,56.2000,0.5000,0.5000
6.3000,56.2000,0.5000,0.5000
6.2500,56.2000,0.5000,0.5000
6.2000,56.2000,0.4933,0.4933
6.1500,56.2000,0.4780,0.4780
6.1000,56.2000,0.4659,0.4659
6.0500,56.2000,0.4571,0.4571
6.0000,56.1500,0.4019,0.4019
5.9500,56.1500,0.4000,0.4000
5.9000,56.1500,0.4000,0.4000
5.8500,56.1500,0.4000,0.4000
5.8000,56.1000,0.3500,0.3500
5.7500,56.1000,0.3500,0.3500
5.7000,56.1000,0.3521,0.3521
5.6500,56.1000,0.3583,0.3583
5.6000,56.1000,0.3685,0.3685
5.5500,56.1000,0.3825,0.3825
5.5000,56.0500,0.3542,0.3542
5.4500,56.0000,0.3331,0.3331
5.4000,56.0000,0.3603,0.3603
5.3500,56.0000,0.3903,0.3903
5.3000,56.0000,0.4019,0.4019
5.2500,55.9500,0.4208,0.4208
5.2000,55.9500,0.3903,0.3903
5.1500,55.9000,0.4019,0.4019
5.1500,55.8500,0.4301,0.4301
5.1500,55.8000,0.4019,0.4019
5.1500,55.7500,0.3765,0.3765
5.1000,55.7000,0.4000,0.4000
5.1000,55.6500,0.3825,0.3825
5.0500,55.6000,0.4171,0.4171
5.0000,55.5500,0.4571,0.4571
5.0000,55.5000,0.4518,0.4518
4.9500,55.4500,0.5000,0.5000
4.9500,55.4000,0.5000,0.5000
4.9000,55.3500,0.5000,0.5000
4.8500,55.3000,0.4500,0.4500
4.8500,55.2500,0.4518,0.4518
4.8500,55.2000,0.4571,0.4571
4.8500,55.1500,0.4659,0.4659
4.8500,55.1000,0.4780,0.4780
4.8500,55.0500,0.4933,0.4933
4.8500,55.0000,0.5000,0.5000
4.8500,54.9500,0.5000,0.5000
4.8500,54.9000,0.5000,0.5000
4.8500,54.8500,0.5000,0.5000
4.8500,54.8000,0.5000,0.5000
4.8500,54.7500,0.5000,0.5000
4.8500,54.7000,0.5000,0.5000
4.8500,54.6500,0.5000,0.5000
4.8500,54.6000,0.5000,0.5000
4.8000,54.5500,0.4518,0.4518
4.8000,54.5000,0.4571,0.4571
4.8000,54.4500,0.4659,0.4659
4.8000,54.4000,0.4780,0.4780
4.8000,54.3500,0.4933,0.4933
4.8000,54.3000,0.5066,0.5066
4.8000,54.2500,0.5017,0.5017
4.8000,54.2000,0.5000,0.5000
4.8000,54.1500,0.5000,0.5000
4.8000,54.1000,0.5000,0.5000
4.8000,54.0500,0.5000,0.5000
4.8000,54.0000,0.4933,0.4933
4.8000,53.9500,0.4780,0.4780
4.7500,53.9000,0.5066,0.5066
4.7500,53.8500,0.5066,0.5066
4.7500,53.8000,0.5017,0.5017
4.7500,53.7500,0.5000,0.5000
4.7000,53.7000,0.5000,0.5000
4.7000,53.6500,0.5000,0.5000
4.7000,53.6000,0.5017,0.5017
4.7000,53.5500,0.5066,0.5066
4.7000,53.5000,0.5149,0.5149
4.7000,53.4500,0.5262,0.5262
4.7000,53.4000,0.5149,0.5149
4.7000,53.3500,0.5066,0.5066
4.7000,53.3000,0.5017,0.5017
4.6500,53.2500,0.5000,0.5000
4.6500,53.2000,0.5017,0.5017
4.6500,53.1500,0.5066,0.5066
4.6500,53.1000,0.5149,0.5149
4.6500,53.0500,0.5149,0.5149
4.6500,53.0000,0.5066,0.5066
4.6500,52.9500,0.5017,0.5017
4.6000,52.9000,0.5000,0.5000
4.6000,52.8500,0.5000,0.5000
4.6000,52.8000,0.5000,0.5000
4.6000,52.7500,0.5017,0.5017
4.6000,52.7000,0.5066,0.5066
4.6000,52.6500,0.5149,0.5149
4.6000,52.6000,0.5262,0.5262
4.6000,52.5500,0.5149,0.5149
4.5500,52.5000,0.5000,0.5000
4.5500,52.4500,0.5000,0.5000
4.5500,52.4000,0.5000,0.5000
4.5500,52.3500,0.5017,0.5017
4.5500,52.3000,0.5066,0.5066
4.5500,52.2500,0.5149,0.5149
4.5500,52.2000,0.5262,0.5262
4.5500,52.1500,0.5406,0.5406
4.5500,52.1000,0.5262,0.5262
4.5000,52.0500,0.5000,0.5000
4.5000,52.0000,0.5000,0.5000
4.5000,51.9500,0.5000,0.5000
4.5000,51.9000,0.5000,0.5000
4.5000,51.8500,0.5000,0.5000
4.5000,51.8000,0.5017,0.5017
4.5000,51.7500,0.5066,0.5066
4.5000,51.7000,0.5149,0.5149
4.4500,51.6500,0.4780,0.4780
4.4500,51.6000,0.4933,0.4933
4.4500,51.5500,0.5000,0.5000
4.4500,51.5000,0.5000,0.5000
4.4500,51.4500,0.5000,0.5000
4.4500,51.4000,0.5017,0.5017
4.4500,51.3500,0.5066,0.5066
4.4500,51.3000,0.5149,0.5149
4.4500,51.2500,0.5262,0.5262
4.4500,51.2000,0.5262,0.5262
4.4500,51.1500,0.5149,0.5149
4.4500,51.1000,0.5066,0.5066
4.4500,51.0500,0.5017,0.5017
4.4500,51.0000,0.5000,0.5000
4.4500,50.9500,0.5000,0.5000
4.4500,50.9000,0.5000,0.5000
4.4500,50.8500,0.5000,0.5000
4.4500,50.8000,0.5000,0.5000
4.4500,50.7500,0.5017,0.5017
4.4500,50.7000,0.5066,0.5066
4.4000,50.6500,0.5639,0.5639
4.3500,50.6000,0.5882,0.5882
4.3500,50.5500,0.6000,0.6000
4.3500,50.5000,0.6000,0.6000
4.3500,50.4500,0.5882,0.5882
4.3500,50.4000,0.5746,0.5746
4.3000,50.3500,0.5149,0.5149
4.3000,50.3000,0.5066,0.5066
4.3000,50.2500,0.5017,0.5017
4.3000,50.2000,0.5000,0.5000
4.3000,50.1500,0.5000,0.5000
4.3000,50.1000,0.5000,0.5000
4.3000,50.0500,0.5017,0.5017
4.3000,50.0000,0.5066,0.5066
4.3000,49.9500,0.5149,0.5149
4.3000,49.9000,0.5262,0.5262
4.2500,49.8500,0.4933,0.4933
4.2500,49.8000,0.5000,0.5000
4.2500,49.7500,0.5000,0.5000
4.2500,49.7000,0.5000,0.5000
4.2500,49.6500,0.5000,0.5000
4.2500,49.6000,0.5000,0.5000
4.2500,49.5500,0.5017,0.5017
4.2500,49.5000,0.5066,0.5066
4.2500,49.4500,0.5149,0.5149
4.2500,49.4000,0.5262,0.5262
4.2000,49.3500,0.4933,0.4933
4.2000,49.3000,0.5000,0.5000
4.2000,49.2500,0.5000,0.5000
4.2000,49.2000,0.5000,0.5000
4.2000,49.1500,0.5000,0.5000
4.2000,49.1000,0.5017,0.5017
4.2000,49.0500,0.5066,0.5066
4.2000,49.0000,0.5149,0.5149
4.2000,48.9500,0.5262,0.5262
4.2000,48.9000,0.5262,0.5262
4.1500,48.8500,0.5000,0.5000
4.1500,48.8000,0.5000,0.5000
4.1500,48.7500,0.5000,0.5000
4.1500,48.7000,0.5000,0.5000
4.1500,48.6500,0.5000,0.5000
4.1500,48.6000,0.5017,0.5017
4.1500,48.5500,0.5066,0.5066
4.1500,48.5000,0.5149,0.5149
4.1500,48.4500,0.5262,0.5262
4.1000,48.4000,0.4933,0.4933
4.1000,48.3500,0.5000,0.5000
4.1000,48.3000,0.5000,0.5000
4.1000,48.2500,0.5000,0.5000
4.1000,48.2000,0.5017,0.5017
4.1000,48.1500,0.5066,0.5066
4.1000,48.1000,0.5149,0.5149
4.1000,48.0500,0.5262,0.5262
4.1000,48.0000,0.5406,0.5406
4.1000,47.9500,0.5262,0.5262
4.0500,47.9000,0.5000,0.5000
4.0500,47.8500,0.5017,0.5017
4.0500,47.8000,0.5066,0.5066
4.0500,47.7500,0.5149,0.5149
4.0500,47.7000,0.5262,0.5262
4.0500,47.6500,0.5406,0.5406
4.0500,47.6000,0.5500,0.5500
4.0500,47.5500,0.5406,0.5406
4.0000,47.5000,0.5562,0.5562
4.0000,47.4500,0.5639,0.5639
4.0000,47.4000,0.5562,0.5562
4.0000,47.3500,0.5516,0.5516
4.0000,47.3000,0.5500,0.5500
4.0000,47.2500,0.5500,0.5500
4.0000,47.2000,0.5500,0.5500
3.9500,47.1500,0.5149,0.5149
3.9500,47.1000,0.5066,0.5066
3.9500,47.0500,0.5017,0.5017
3.9500,47.0000,0.5000,0.5000
3.9500,46.9500,0.5000,0.5000
3.9500,46.9000,0.5000,0.5000
3.9500,46.8500,0.5000,0.5000
3.9500,46.8000,0.5000,0.5000
3.9500,46.7500,0.5017,0.5017
3.9500,46.7000,0.5066,0.5066
3.9000,46.6500,0.4659,0.4659
3.9000,46.6000,0.4780,0.4780
3.9000,46.5500,0.4933,0.4933
3.9000,46.5000,0.5000,0.5000
3.9000,46.4500,0.5000,0.5000
3.9000,46.4000,0.5000,0.5000
3.9000,46.3500,0.5000,0.5000
3.9000,46.3000,0.5017,0.5017
3.9000,46.2500,0.5066,0.5066
3.9000,46.2000,0.5149,0.5149
3.9000,46.1500,0.5262,0.5262
3.9000,46.1000,0.5149,0.5149
3.8500,46.0500,0.5000,0.5000
3.8500,46.0000,0.5000,0.5000
3.8500,45.9500,0.5000,0.5000
3.8500,45.9000,0.5017,0.5017
3.8500,45.8500,0.5066,0.5066
3.8500,45.8000,0.5149,0.5149
3.8500,45.7500,0.5262,0.5262
3.8500,45.7000,0.5262,0.5262
3.8500,45.6500,0.5149,0.5149
3.8000,45.6000,0.5000,0.5000
3.8000,45.5500,0.5000,0.5000
3.8000,45.5000,0.5000,0.5000
3.8000,45.4500,0.5000,0.5000
3.8000,45.4000,0.5017,0.5017
3.8000,45.3500,0.5066,0.5066
3.8000,45.3000,0.5149,0.5149
3.8000,45.2500,0.5262,0.5262
3.7500,45.2000,0.4933,0.4933
3.7500,45.1500,0.5000,0.5000
3.7500,45.1000,0.5000,0.5000
3.7500,45.0500,0.5000,0.5000
3.7500,45.0000,0.5017,0.5017
3.7500,44.9500,0.5066,0.5066
3.7500,44.9000,0.5149,0.5149
3.7500,44.8500,0.5262,0.5262
3.7500,44.8000,0.5262,0.5262
3.7500,44.7500,0.5149,0.5149
3.7000,44.7000,0.5000,0.5000
3.7000,44.6500,0.5017,0.5017
3.7000,44.6000,0.5066,0.5066
3.7000,44.5500,0.5149,0.5149
3.7000,44.5000,0.5262,0.5262
3.7000,44.4500,0.5406,0.5406
3.7000,44.4000,0.5262,0.5262
3.7000,44.3500,0.5149,0.5149
3.7000,44.3000,0.5066,0.5066
3.6500,44.2500,0.5516,0.5516
3.6500,44.2000,0.5500,0.5500
3.6500,44.1500,0.5500,0.5500
3.6500,44.1000,0.5500,0.5500
3.6500,44.0500,0.5500,0.5500
3.6500,44.0000,0.5500,0.5500
3.6500,43.9500,0.5500,0.5500
3.6000,43.9000,0.5149,0.5149
3.6000,43.8500,0.5066,0.5066
3.6000,43.8000,0.5017,0.5017
3.6000,43.7500,0.5000,0.5000
3.6000,43.7000,0.5000,0.5000
3.6000,43.6500,0.5000,0.5000
3.6000,43.6000,0.5000,0.5000
3.6000,43.5500,0.5017,0.5017
3.6000,43.5000,0.5066,0.5066
3.6000,43.4500,0.5149,0.5149
3.6000,43.4000,0.5262,0.5262
3.6000,43.3500,0.5262,0.5262
3.6000,43.3000,0.5149,0.5149
3.6000,43.2500,0.5066,0.5066
3.6000,43.2000,0.5017,0.5017
3.6000,43.1500,0.5000,0.5000
3.6000,43.1000,0.5000,0.5000
3.6000,43.0500,0.5000,0.5000
3.6000,43.0000,0.5000,0.5000
3.6000,42.9500,0.5017,0.5017
3.6000,42.9000,0.5066,0.5066
3.5500,42.8500,0.5406,0.5406
3.5500,42.8000,0.5500,0.5500
3.5500,42.7500,0.5500,0.5500
3.5500,42.7000,0.5500,0.5500
3.5500,42.6500,0.5500,0.5500
3.5000,42.6000,0.5000,0.5000
3.5000,42.5500,0.5017,0.5017
3.5000,42.5000,0.5066,0.5066
3.5000,42.4500,0.5149,0.5149
3.5000,42.4000,0.5262,0.5262
3.4500,42.3500,0.4933,0.4933
3.4500,42.3000,0.5000,0.5000
3.4500,42.2500,0.5000,0.5000
3.4500,42.2000,0.5000,0.5000
3.4500,42.1500,0.5000,0.5000
3.4500,42.1000,0.5017,0.5017
3.4500,42.0500,0.5066,0.5066
3.4500,42.0000,0.5149,0.5149
3.4500,41.9500,0.5149,0.5149
3.4500,41.9000,0.5066,0.5066
3.4000,41.8500,0.5000,0.5000
3.4000,41.8000,0.5000,0.5000
